"","LGA","Rep_DS","State","U5_coverage","adult_coverage","severe_cases","simday","duration","year","start_day_override","scenario"
"4807","Dukku","Darazo",NA,0.114371076,0.114371076,0.49,0,-1,2026,-1,NA
"4808","Dunukofia","Uzo-Uwani",NA,0.420192485,0.420192485,0.49,0,-1,2026,-1,NA
"4809","Dutse","Takali",NA,0.148488039,0.148488039,0.49,0,-1,2026,-1,NA
"4810","Dutsi","Rimi",NA,0.230769231,0.230769231,0.49,0,-1,2026,-1,NA
"4811","Dutsin-Ma","Rimi",NA,0.209995572,0.209995572,0.49,0,-1,2026,-1,NA
"4812","Eastern Obolo","Nsit Ubium",NA,0.6,0.6,0.49,0,-1,2026,-1,NA
"4813","Ebonyi","Owan East",NA,0.278942779,0.278942779,0.49,0,-1,2026,-1,NA
"4814","Edati","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2026,-1,NA
"4815","Ede North","Akinyele",NA,0.154926235,0.154926235,0.49,0,-1,2026,-1,NA
"4816","Ede South","Akinyele",NA,0.154926235,0.154926235,0.49,0,-1,2026,-1,NA
"4817","Edu","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2026,-1,NA
"4818","Efon-Alayee","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2026,-1,NA
"4819","Egbado North","Owan East",NA,0.278942779,0.278942779,0.49,0,-1,2026,-1,NA
"4820","Egbado South","Uzo-Uwani",NA,0.420192485,0.420192485,0.49,0,-1,2026,-1,NA
"4821","Egbeda","Akinyele",NA,0.107316809,0.107316809,0.49,0,-1,2026,-1,NA
"4822","Egbedore","Akinyele",NA,0.54187193,0.54187193,0.49,0,-1,2026,-1,NA
"4823","Egor","Uzo-Uwani",NA,0.420192485,0.420192485,0.49,0,-1,2026,-1,NA
"4824","Ehime-Mbano","Ngor-Okpala",NA,0.591374486,0.591374486,0.49,0,-1,2026,-1,NA
"4825","Ejigbo","Akinyele",NA,0.215907256,0.215907256,0.49,0,-1,2026,-1,NA
"4826","Ekeremor","Ahoada West",NA,0.205928424,0.205928424,0.49,0,-1,2026,-1,NA
"4827","Eket","Nsit Ubium",NA,0.297727761,0.297727761,0.49,0,-1,2026,-1,NA
"4828","Ekiti","Oke-Ero",NA,0.744393955,0.744393955,0.49,0,-1,2026,-1,NA
"4829","Ekiti East","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2026,-1,NA
"4830","Ekiti South West","Oke-Ero",NA,0.462500057,0.462500057,0.49,0,-1,2026,-1,NA
"4831","Ekiti West","Oke-Ero",NA,0.162213602,0.162213602,0.49,0,-1,2026,-1,NA
"4832","Ekwusigo","Oru West",NA,0.75,0.75,0.49,0,-1,2026,-1,NA
"4833","Eleme","Ahoada West",NA,0.151693513,0.151693513,0.49,0,-1,2026,-1,NA
"4834","Emohua","Ahoada West",NA,0.166666667,0.166666667,0.49,0,-1,2026,-1,NA
"4835","Emure","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2026,-1,NA
"4836","Enugu East","Uzo-Uwani",NA,0.767123269,0.767123269,0.49,0,-1,2026,-1,NA
"4837","Enugu North","Uzo-Uwani",NA,0.420192485,0.420192485,0.49,0,-1,2026,-1,NA
"4838","Enugu South","Uzo-Uwani",NA,0.514893508,0.514893508,0.49,0,-1,2026,-1,NA
"4839","Epe","Uzo-Uwani",NA,0.420192485,0.420192485,0.49,0,-1,2026,-1,NA
"4840","Esan Central","Owan East",NA,0.278942779,0.278942779,0.49,0,-1,2026,-1,NA
"4841","Esan North East","Uzo-Uwani",NA,0.420192485,0.420192485,0.49,0,-1,2026,-1,NA
"4842","Esan South East","Uzo-Uwani",NA,0.420192485,0.420192485,0.49,0,-1,2026,-1,NA
"4843","Esan West","Uzo-Uwani",NA,0.420192485,0.420192485,0.49,0,-1,2026,-1,NA
"4844","Ese-Odo","Owan East",NA,0.278942779,0.278942779,0.49,0,-1,2026,-1,NA
"4845","Esit Eket","Nsit Ubium",NA,0.071428571,0.071428571,0.49,0,-1,2026,-1,NA
"4846","Essien Udim","Ngor-Okpala",NA,0.219281699,0.219281699,0.49,0,-1,2026,-1,NA
"4847","Etche","Ngor-Okpala",NA,0.283373403,0.283373403,0.49,0,-1,2026,-1,NA
"4848","Ethiope East","Isoko South",NA,0.12159624,0.12159624,0.49,0,-1,2026,-1,NA
"4849","Ethiope West","Isoko South",NA,0.12159624,0.12159624,0.49,0,-1,2026,-1,NA
"4850","Etim Ekpo","Isoko South",NA,0.12159624,0.12159624,0.49,0,-1,2026,-1,NA
"4851","Etinan","Ngor-Okpala",NA,0.283373403,0.283373403,0.49,0,-1,2026,-1,NA
"4852","Eti-Osa","Nsit Ubium",NA,0.297727761,0.297727761,0.49,0,-1,2026,-1,NA
"4853","Etsako Central","Owan East",NA,0.278942779,0.278942779,0.49,0,-1,2026,-1,NA
"4854","Etsako East","Owan East",NA,0.077954241,0.077954241,0.49,0,-1,2026,-1,NA
"4855","Etsako West","Owan East",NA,0.080351586,0.080351586,0.49,0,-1,2026,-1,NA
"4856","Etung","Obubra",NA,0.2,0.2,0.49,0,-1,2026,-1,NA
"4857","Ewekoro","Uzo-Uwani",NA,0.420192485,0.420192485,0.49,0,-1,2026,-1,NA
"4858","Ezeagu","Uzo-Uwani",NA,0.434581511,0.434581511,0.49,0,-1,2026,-1,NA
"4859","Ezinihitte","Ngor-Okpala",NA,0.388958352,0.388958352,0.49,0,-1,2026,-1,NA
"4860","Ezza North","Owan East",NA,0.19047619,0.19047619,0.49,0,-1,2026,-1,NA
"4861","Ezza South","Obubra",NA,0.478845956,0.478845956,0.49,0,-1,2026,-1,NA
"4862","Fagge","Alkaleri",NA,0.234127553,0.234127553,0.49,0,-1,2026,-1,NA
"4863","Fakai","Birnin Kebbi",NA,0.666666667,0.666666667,0.49,0,-1,2026,-1,NA
"4864","Faskari","Giwa",NA,0.130508332,0.130508332,0.49,0,-1,2026,-1,NA
"4865","Fika","Darazo",NA,0.095238095,0.095238095,0.49,0,-1,2026,-1,NA
"4866","Fufore","Alkaleri",NA,0.139280114,0.139280114,0.49,0,-1,2026,-1,NA
"4867","Funakaye","Alkaleri",NA,0.045454545,0.045454545,0.49,0,-1,2026,-1,NA
"4868","Fune","Darazo",NA,0.03153893,0.03153893,0.49,0,-1,2026,-1,NA
"4869","Funtua","Gwarzo",NA,0.172172547,0.172172547,0.49,0,-1,2026,-1,NA
"4870","Gabasawa","Taura",NA,0.174928041,0.174928041,0.49,0,-1,2026,-1,NA
"4871","Gada","Gawabawa",NA,0.106631444,0.106631444,0.49,0,-1,2026,-1,NA
"4872","Gagarawa","Taura",NA,0.174928041,0.174928041,0.49,0,-1,2026,-1,NA
"4873","Gamawa","Gwarzo",NA,0.172172547,0.172172547,0.49,0,-1,2026,-1,NA
"4874","Ganaye","Alkaleri",NA,0.234127553,0.234127553,0.49,0,-1,2026,-1,NA
"4875","Ganjuwa","Darazo",NA,0.101826237,0.101826237,0.49,0,-1,2026,-1,NA
"4876","Garki","Babura",NA,0.666666667,0.666666667,0.49,0,-1,2026,-1,NA
"4877","Garko","Gwarzo",NA,0.172172547,0.172172547,0.49,0,-1,2026,-1,NA
"4878","Garum Mallam","Gwarzo",NA,0.153846154,0.153846154,0.49,0,-1,2026,-1,NA
"4879","Gashaka","Oru West",NA,0.411077428,0.411077428,0.49,0,-1,2026,-1,NA
"4880","Gassol","Keana",NA,0.086136445,0.086136445,0.49,0,-1,2026,-1,NA
"4881","Gawabawa","Gawabawa",NA,0.106631444,0.106631444,0.49,0,-1,2026,-1,NA
"4882","Gaya","Gwarzo",NA,0.166666667,0.166666667,0.49,0,-1,2026,-1,NA
"4883","Gbako","Oke-Ero",NA,0.461538462,0.461538462,0.49,0,-1,2026,-1,NA
"4884","Gboko","Keana",NA,0.140281332,0.140281332,0.49,0,-1,2026,-1,NA
"4885","Gboyin","Obubra",NA,0.438502596,0.438502596,0.49,0,-1,2026,-1,NA
"4886","Geidam","Babura",NA,0.349277359,0.349277359,0.49,0,-1,2026,-1,NA
"4887","Gezawa","Gwarzo",NA,0.25,0.25,0.49,0,-1,2026,-1,NA
"4888","Giade","Darazo",NA,0.142857143,0.142857143,0.49,0,-1,2026,-1,NA
"4889","Gireri","Darazo",NA,0.080992121,0.080992121,0.49,0,-1,2026,-1,NA
"4890","Giwa","Giwa",NA,0.130508332,0.130508332,0.49,0,-1,2026,-1,NA
"4891","Gokana","Nsit Ubium",NA,0.182111551,0.182111551,0.49,0,-1,2026,-1,NA
"4892","Gombe","Alkaleri",NA,0.116169555,0.116169555,0.49,0,-1,2026,-1,NA
"4893","Gombi","Alkaleri",NA,0.208835269,0.208835269,0.49,0,-1,2026,-1,NA
"4894","Goronyo","Gawabawa",NA,0.106631444,0.106631444,0.49,0,-1,2026,-1,NA
"4895","Gubio","Gawabawa",NA,0.106631444,0.106631444,0.49,0,-1,2026,-1,NA
"4896","Gudu","Gawabawa",NA,0.106631444,0.106631444,0.49,0,-1,2026,-1,NA
"4897","Gujba","Darazo",NA,0.114371076,0.114371076,0.49,0,-1,2026,-1,NA
"4898","Gulani","Alkaleri",NA,0.234127553,0.234127553,0.49,0,-1,2026,-1,NA
"4899","Guma","Keana",NA,0.315463952,0.315463952,0.49,0,-1,2026,-1,NA
"4900","Gumel","Babura",NA,0.25,0.25,0.49,0,-1,2026,-1,NA
"4901","Gummi","Birnin Kebbi",NA,0.42225568,0.42225568,0.49,0,-1,2026,-1,NA
"4902","Gurara","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2026,-1,NA
"4903","Guri","Taura",NA,0.174928041,0.174928041,0.49,0,-1,2026,-1,NA
"4904","Gusau","Darazo",NA,0.114371076,0.114371076,0.49,0,-1,2026,-1,NA
"4905","Guyuk","Alkaleri",NA,0.480706358,0.480706358,0.49,0,-1,2026,-1,NA
"4906","Guzamala","Babura",NA,0.349277359,0.349277359,0.49,0,-1,2026,-1,NA
"4907","Gwagwalada","Keana",NA,0.067621303,0.067621303,0.49,0,-1,2026,-1,NA
"4908","Gwale","Alkaleri",NA,0.45946767,0.45946767,0.49,0,-1,2026,-1,NA
"4909","Gwandu","Birnin Kebbi",NA,0.529411765,0.529411765,0.49,0,-1,2026,-1,NA
"4910","Gwaram","Takali",NA,0.223498732,0.223498732,0.49,0,-1,2026,-1,NA
"4911","Gwarzo","Gwarzo",NA,0.4,0.4,0.49,0,-1,2026,-1,NA
"4912","Gwer East","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2026,-1,NA
"4913","Gwer West","Keana",NA,0.333333333,0.333333333,0.49,0,-1,2026,-1,NA
"4914","Gwiwa","Babura",NA,0.333333333,0.333333333,0.49,0,-1,2026,-1,NA
"4915","Gwoza","Darazo",NA,0.114371076,0.114371076,0.49,0,-1,2026,-1,NA
"4916","Hadejia","Taura",NA,0.174928041,0.174928041,0.49,0,-1,2026,-1,NA
"4917","Hawul","Darazo",NA,0.221538462,0.221538462,0.49,0,-1,2026,-1,NA
"4918","Hong","Darazo",NA,0.114371076,0.114371076,0.49,0,-1,2026,-1,NA
"4919","Ibadan North","Owan East",NA,0.249042174,0.249042174,0.49,0,-1,2026,-1,NA
"4920","Ibadan North East","Owan East",NA,0.278942779,0.278942779,0.49,0,-1,2026,-1,NA
"4921","Ibadan North West","Owan East",NA,0.117739486,0.117739486,0.49,0,-1,2026,-1,NA
"4922","Ibadan South East","Akinyele",NA,0.154926235,0.154926235,0.49,0,-1,2026,-1,NA
"4923","Ibadan South West","Owan East",NA,0.278942779,0.278942779,0.49,0,-1,2026,-1,NA
"4924","Ibaji","Uzo-Uwani",NA,0.420192485,0.420192485,0.49,0,-1,2026,-1,NA
"4925","Ibarapa Central","Akinyele",NA,0.154926235,0.154926235,0.49,0,-1,2026,-1,NA
"4926","Ibarapa East","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2026,-1,NA
"4927","Ibarapa North","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2026,-1,NA
"4928","Ibeju-Lekki","Uzo-Uwani",NA,0.5,0.5,0.49,0,-1,2026,-1,NA
"4929","Ibeno","Nsit Ubium",NA,0.297727761,0.297727761,0.49,0,-1,2026,-1,NA
"4930","Ibesikpo Asutan","Nsit Ubium",NA,0.234042549,0.234042549,0.49,0,-1,2026,-1,NA
"4931","Ibi","Keana",NA,0.177187213,0.177187213,0.49,0,-1,2026,-1,NA
"4932","Ibiono Ibom","Ngor-Okpala",NA,0.142335763,0.142335763,0.49,0,-1,2026,-1,NA
"4933","Idah","Uzo-Uwani",NA,0.420192485,0.420192485,0.49,0,-1,2026,-1,NA
"4934","Idanre","Akinyele",NA,0.154926235,0.154926235,0.49,0,-1,2026,-1,NA
"4935","Ideato North","Oru West",NA,0.761610688,0.761610688,0.49,0,-1,2026,-1,NA
"4936","Ideato South","Ngor-Okpala",NA,0.283373403,0.283373403,0.49,0,-1,2026,-1,NA
"4937","Idemili North","Uzo-Uwani",NA,0.622180482,0.622180482,0.49,0,-1,2026,-1,NA
"4938","Idemili South","Oru West",NA,0.306003708,0.306003708,0.49,0,-1,2026,-1,NA
"4939","Ido","Akinyele",NA,0.154926235,0.154926235,0.49,0,-1,2026,-1,NA
"4940","Idosi-Osi","Oke-Ero",NA,0.088017211,0.088017211,0.49,0,-1,2026,-1,NA
"4941","Ifako-Ijaye","Uzo-Uwani",NA,0.420192485,0.420192485,0.49,0,-1,2026,-1,NA
"4942","Ife Central","Akinyele",NA,0.529411659,0.529411659,0.49,0,-1,2026,-1,NA
"4943","Ife East","Akinyele",NA,0.154926235,0.154926235,0.49,0,-1,2026,-1,NA
"4944","Ife North","Akinyele",NA,0.5,0.5,0.49,0,-1,2026,-1,NA
"4945","Ife South","Akinyele",NA,0.154926235,0.154926235,0.49,0,-1,2026,-1,NA
"4946","Ifedayo","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2026,-1,NA
"4947","Ifedore","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2026,-1,NA
"4948","Ifelodun1","Oke-Ero",NA,0.139769018,0.139769018,0.49,0,-1,2026,-1,NA
"4949","Ifelodun2","Akinyele",NA,0.154926235,0.154926235,0.49,0,-1,2026,-1,NA
"4950","Ifo","Uzo-Uwani",NA,0.420192485,0.420192485,0.49,0,-1,2026,-1,NA
"4951","Igabi","Soba",NA,0.02049469,0.02049469,0.49,0,-1,2026,-1,NA
"4952","Igalamela-Odolu","Uzo-Uwani",NA,0.420192485,0.420192485,0.49,0,-1,2026,-1,NA
"4953","Igbo-Etiti","Uzo-Uwani",NA,0.420192485,0.420192485,0.49,0,-1,2026,-1,NA
"4954","Igbo-Eze North","Uzo-Uwani",NA,0.085378639,0.085378639,0.49,0,-1,2026,-1,NA
"4955","Igbo-Eze South","Uzo-Uwani",NA,0.420192485,0.420192485,0.49,0,-1,2026,-1,NA
"4956","Igueben","Uzo-Uwani",NA,0.420192485,0.420192485,0.49,0,-1,2026,-1,NA
"4957","Ihiala","Oru West",NA,0.289999974,0.289999974,0.49,0,-1,2026,-1,NA
"4958","Ihitte-Uboma","Ngor-Okpala",NA,0.283373403,0.283373403,0.49,0,-1,2026,-1,NA
"4959","Ijebu East","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2026,-1,NA
"4960","Ijebu North","Owan East",NA,0.278942779,0.278942779,0.49,0,-1,2026,-1,NA
"4961","Ijebu North East","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2026,-1,NA
"4962","Ijebu ode","Owan East",NA,0.278942779,0.278942779,0.49,0,-1,2026,-1,NA
"4963","Ijero","Oke-Ero",NA,0.197871528,0.197871528,0.49,0,-1,2026,-1,NA
"4964","Ijumu","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2026,-1,NA
"4965","Ika","Ngor-Okpala",NA,0.283373403,0.283373403,0.49,0,-1,2026,-1,NA
"4966","Ika North East","Uzo-Uwani",NA,0.420192485,0.420192485,0.49,0,-1,2026,-1,NA
"4967","Ika South","Uzo-Uwani",NA,0.420192485,0.420192485,0.49,0,-1,2026,-1,NA
"4968","Ikara","Soba",NA,0.02049469,0.02049469,0.49,0,-1,2026,-1,NA
"4969","Ikeduru","Ngor-Okpala",NA,0.185892623,0.185892623,0.49,0,-1,2026,-1,NA
"4970","Ikeja","Uzo-Uwani",NA,0.420192485,0.420192485,0.49,0,-1,2026,-1,NA
"4971","Ikenne","Owan East",NA,0.278942779,0.278942779,0.49,0,-1,2026,-1,NA
"4972","Ikere","Owan East",NA,0.278942779,0.278942779,0.49,0,-1,2026,-1,NA
"4973","Ikole","Oke-Ero",NA,0.026328373,0.026328373,0.49,0,-1,2026,-1,NA
"4974","Ikom","Obubra",NA,0.41009749,0.41009749,0.49,0,-1,2026,-1,NA
"4975","Ikono","Ngor-Okpala",NA,0.5,0.5,0.49,0,-1,2026,-1,NA
"4976","Ikorodu","Uzo-Uwani",NA,0.159507461,0.159507461,0.49,0,-1,2026,-1,NA
"4977","Ikot Abasi","Nsit Ubium",NA,0.5,0.5,0.49,0,-1,2026,-1,NA
"4978","Ikot Ekpene","Ngor-Okpala",NA,0.163310644,0.163310644,0.49,0,-1,2026,-1,NA
"4979","Ikpoba-Okha","Uzo-Uwani",NA,0.171130973,0.171130973,0.49,0,-1,2026,-1,NA
"4980","Ikwerre","Oru West",NA,0.319487623,0.319487623,0.49,0,-1,2026,-1,NA
"4981","Ikwo","Obubra",NA,0.473701419,0.473701419,0.49,0,-1,2026,-1,NA
"4982","Ikwuano","Ngor-Okpala",NA,0.283373403,0.283373403,0.49,0,-1,2026,-1,NA
"4983","Ila","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2026,-1,NA
"4984","Ilaje","Owan East",NA,0.278942779,0.278942779,0.49,0,-1,2026,-1,NA
"4985","Ilemeji","Akinyele",NA,0.154926235,0.154926235,0.49,0,-1,2026,-1,NA
"4986","Ile-Oluji-Okeigbo","Oke-Ero",NA,0.444444444,0.444444444,0.49,0,-1,2026,-1,NA
"4987","Ilesha East","Owan East",NA,0.5,0.5,0.49,0,-1,2026,-1,NA
"4988","Ilesha West","Akinyele",NA,0.154926235,0.154926235,0.49,0,-1,2026,-1,NA
"4989","Illela","Gawabawa",NA,0.023485083,0.023485083,0.49,0,-1,2026,-1,NA
"4990","Ilorin East","Oke-Ero",NA,0.388931756,0.388931756,0.49,0,-1,2026,-1,NA
"4991","Ilorin South","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2026,-1,NA
"4992","Ilorin West","Owan East",NA,0.335999959,0.335999959,0.49,0,-1,2026,-1,NA
"4993","Imeko-Afon","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2026,-1,NA
"4994","Ingawa","Rimi",NA,0.055555556,0.055555556,0.49,0,-1,2026,-1,NA
"4995","Ini","Ngor-Okpala",NA,0.283373403,0.283373403,0.49,0,-1,2026,-1,NA
"4996","Ipokia","Uzo-Uwani",NA,0.420192485,0.420192485,0.49,0,-1,2026,-1,NA
"4997","Irele","Akinyele",NA,0.154926235,0.154926235,0.49,0,-1,2026,-1,NA
"4998","Irepo","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2026,-1,NA
"4999","Irepodun1","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2026,-1,NA
"5000","Irepodun2","Owan East",NA,0.278942779,0.278942779,0.49,0,-1,2026,-1,NA
"5001","Irepodun-Ifelodun","Akinyele",NA,0.154926235,0.154926235,0.49,0,-1,2026,-1,NA
"5002","Irewole","Akinyele",NA,0.477272783,0.477272783,0.49,0,-1,2026,-1,NA
"5003","Isa","Rimi",NA,0.209995572,0.209995572,0.49,0,-1,2026,-1,NA
"5004","Ise-Orun","Oke-Ero",NA,0.5,0.5,0.49,0,-1,2026,-1,NA
"5005","Iseyin","Akinyele",NA,0.154926235,0.154926235,0.49,0,-1,2026,-1,NA
"5006","Ishielu","Owan East",NA,0.234735547,0.234735547,0.49,0,-1,2026,-1,NA
"5007","Isiala Mbano","Owan East",NA,0.278942779,0.278942779,0.49,0,-1,2026,-1,NA
"5008","Isiala-Ngwa North","Ngor-Okpala",NA,0.339461936,0.339461936,0.49,0,-1,2026,-1,NA
"5009","Isiala-Ngwa South","Ngor-Okpala",NA,0.283373403,0.283373403,0.49,0,-1,2026,-1,NA
"5010","Isin","Ngor-Okpala",NA,0.533062111,0.533062111,0.49,0,-1,2026,-1,NA
"5011","Isi-Uzo","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2026,-1,NA
"5012","Isokan","Akinyele",NA,0.154926235,0.154926235,0.49,0,-1,2026,-1,NA
"5013","Isoko North","Isoko South",NA,0.12159624,0.12159624,0.49,0,-1,2026,-1,NA
"5014","Isoko South","Isoko South",NA,0.12159624,0.12159624,0.49,0,-1,2026,-1,NA
"5015","Isu","Ngor-Okpala",NA,0.5,0.5,0.49,0,-1,2026,-1,NA
"5016","Isuikwato","Ngor-Okpala",NA,0.283373403,0.283373403,0.49,0,-1,2026,-1,NA
"5017","Itas-Gadau","Taura",NA,0.174288617,0.174288617,0.49,0,-1,2026,-1,NA
"5018","Itesiwaju","Akinyele",NA,0.154926235,0.154926235,0.49,0,-1,2026,-1,NA
"5019","Itu","Ngor-Okpala",NA,0.666666667,0.666666667,0.49,0,-1,2026,-1,NA
"5020","Ivo","Ngor-Okpala",NA,0.283373403,0.283373403,0.49,0,-1,2026,-1,NA
"5021","Iwajowa","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2026,-1,NA
"5022","Iwo","Akinyele",NA,0.464031025,0.464031025,0.49,0,-1,2026,-1,NA
"5023","Izzi","Owan East",NA,0.486885732,0.486885732,0.49,0,-1,2026,-1,NA
"5024","Jaba","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2026,-1,NA
"5025","Jada","Alkaleri",NA,0.095661138,0.095661138,0.49,0,-1,2026,-1,NA
"5026","Jahun","Taura",NA,0.22134251,0.22134251,0.49,0,-1,2026,-1,NA
"5027","Jakusko","Taura",NA,0.174928041,0.174928041,0.49,0,-1,2026,-1,NA
"5028","Jalingo","Keana",NA,0.342657285,0.342657285,0.49,0,-1,2026,-1,NA
"5029","Jama'are","Taura",NA,0.141960062,0.141960062,0.49,0,-1,2026,-1,NA
"5030","Jega","Birnin Kebbi",NA,0.566772845,0.566772845,0.49,0,-1,2026,-1,NA
"5031","Jema'a","Soba",NA,0.13917526,0.13917526,0.49,0,-1,2026,-1,NA
"5032","Jere","Gawabawa",NA,0.5,0.5,0.49,0,-1,2026,-1,NA
"5033","Jibia","Rimi",NA,0.333333333,0.333333333,0.49,0,-1,2026,-1,NA
"5034","Jos East","Soba",NA,0.5,0.5,0.49,0,-1,2026,-1,NA
"5035","Jos North","Soba",NA,0.10462622,0.10462622,0.49,0,-1,2026,-1,NA
"5036","Jos South","Soba",NA,0.02049469,0.02049469,0.49,0,-1,2026,-1,NA
"5037","Kabba-Bunu","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2026,-1,NA
"5038","Kabo","Gwarzo",NA,0.328669685,0.328669685,0.49,0,-1,2026,-1,NA
"5039","Kachia","Ngor-Okpala",NA,0.026107845,0.026107845,0.49,0,-1,2026,-1,NA
"5040","Kaduna North","Soba",NA,0.065737057,0.065737057,0.49,0,-1,2026,-1,NA
"5041","Kaduna South","Soba",NA,0.02049469,0.02049469,0.49,0,-1,2026,-1,NA
"5042","Kafin Hausa","Taura",NA,0.41906863,0.41906863,0.49,0,-1,2026,-1,NA
"5043","Kafur","Gwarzo",NA,0.204678348,0.204678348,0.49,0,-1,2026,-1,NA
"5044","Kaga","Darazo",NA,0.114371076,0.114371076,0.49,0,-1,2026,-1,NA
"5045","Kagarko","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2026,-1,NA
"5046","Kaiama","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2026,-1,NA
"5047","Kaita","Rimi",NA,0.153846154,0.153846154,0.49,0,-1,2026,-1,NA
"5048","Kajola","Akinyele",NA,0.154926235,0.154926235,0.49,0,-1,2026,-1,NA
"5049","Kajuru","Soba",NA,0.02049469,0.02049469,0.49,0,-1,2026,-1,NA
"5050","Kala-Balge","Darazo",NA,0.114371076,0.114371076,0.49,0,-1,2026,-1,NA
"5051","Kalgo","Birnin Kebbi",NA,0.528194641,0.528194641,0.49,0,-1,2026,-1,NA
"5052","Kaltungo","Alkaleri",NA,0.234127553,0.234127553,0.49,0,-1,2026,-1,NA
"5053","Kanam","Alkaleri",NA,0.297169748,0.297169748,0.49,0,-1,2026,-1,NA
"5054","Kankara","Rimi",NA,0.209995572,0.209995572,0.49,0,-1,2026,-1,NA
"5055","Kanke","Alkaleri",NA,0.234127553,0.234127553,0.49,0,-1,2026,-1,NA
"5056","Kankia","Rimi",NA,0.285714286,0.285714286,0.49,0,-1,2026,-1,NA
"5057","Kano Municipal","Alkaleri",NA,0.234127553,0.234127553,0.49,0,-1,2026,-1,NA
"5058","Karasuwa","Taura",NA,0.057494575,0.057494575,0.49,0,-1,2026,-1,NA
"5059","Karaye","Gwarzo",NA,0.416666667,0.416666667,0.49,0,-1,2026,-1,NA
"5060","Karin-Lamido","Alkaleri",NA,0.156914887,0.156914887,0.49,0,-1,2026,-1,NA
"5061","Karu","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2026,-1,NA
"5062","Katagum","Gwarzo",NA,0.116822469,0.116822469,0.49,0,-1,2026,-1,NA
"5063","Katcha","Oke-Ero",NA,0.306471335,0.306471335,0.49,0,-1,2026,-1,NA
"5064","Katsina","Rimi",NA,0.498949589,0.498949589,0.49,0,-1,2026,-1,NA
"5065","Katsina-Ala","Keana",NA,0.177187213,0.177187213,0.49,0,-1,2026,-1,NA
"5066","Kaugama","Taura",NA,0.111111111,0.111111111,0.49,0,-1,2026,-1,NA
"5067","Kaura","Soba",NA,0.02049469,0.02049469,0.49,0,-1,2026,-1,NA
"5068","Kaura-Namoda","Rimi",NA,0.209995572,0.209995572,0.49,0,-1,2026,-1,NA
"5069","Kauru","Soba",NA,0.02049469,0.02049469,0.49,0,-1,2026,-1,NA
"5070","Kazaure","Babura",NA,0.3125,0.3125,0.49,0,-1,2026,-1,NA
"5071","Keana","Keana",NA,0.177187213,0.177187213,0.49,0,-1,2026,-1,NA
"5072","Kebbe","Birnin Kebbi",NA,0.42225568,0.42225568,0.49,0,-1,2026,-1,NA
"5073","Keffi","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2026,-1,NA
"5074","Khana","Nsit Ubium",NA,0.285714286,0.285714286,0.49,0,-1,2026,-1,NA
"5075","Kibiya","Gwarzo",NA,0.172172547,0.172172547,0.49,0,-1,2026,-1,NA
"5076","Kirfi","Alkaleri",NA,0.076923077,0.076923077,0.49,0,-1,2026,-1,NA
"5077","Kiri Kasamma","Taura",NA,0.293729355,0.293729355,0.49,0,-1,2026,-1,NA
"5078","Kiru","Gwarzo",NA,0.238749426,0.238749426,0.49,0,-1,2026,-1,NA
"5079","Kiyawa","Takali",NA,0.142857143,0.142857143,0.49,0,-1,2026,-1,NA
"5080","Kogi","Keana",NA,0.333333333,0.333333333,0.49,0,-1,2026,-1,NA
"5081","Koko-Besse","Birnin Kebbi",NA,0.630339538,0.630339538,0.49,0,-1,2026,-1,NA
"5082","Kokona","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2026,-1,NA
"5083","Kolokuma-Opokuma","Ahoada West",NA,0.389048955,0.389048955,0.49,0,-1,2026,-1,NA
"5084","Konduga","Darazo",NA,0.5,0.5,0.49,0,-1,2026,-1,NA
"5085","Konshisha","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2026,-1,NA
