"","LGA","Rep_DS","State","U5_coverage","adult_coverage","severe_cases","simday","duration","year","start_day_override","scenario"
"4524","Rimin Gado","Gwarzo",NA,0.172172547,0.172172547,0.49,0,-1,2025,-1,NA
"4525","Ringim","Taura",NA,0.333333333,0.333333333,0.49,0,-1,2025,-1,NA
"4526","Riyom","Soba",NA,0.02049469,0.02049469,0.49,0,-1,2025,-1,NA
"4527","Rogo","Gwarzo",NA,0.333333333,0.333333333,0.49,0,-1,2025,-1,NA
"4528","Roni","Babura",NA,0.349277359,0.349277359,0.49,0,-1,2025,-1,NA
"4529","Sabon Birni","Gawabawa",NA,0.123867041,0.123867041,0.49,0,-1,2025,-1,NA
"4530","Sabon-Gari","Soba",NA,0.054684067,0.054684067,0.49,0,-1,2025,-1,NA
"4531","Sabuwa","Giwa",NA,0.5,0.5,0.49,0,-1,2025,-1,NA
"4532","Safana","Babura",NA,0.444444444,0.444444444,0.49,0,-1,2025,-1,NA
"4533","Sagbama","Ahoada West",NA,0.418733984,0.418733984,0.49,0,-1,2025,-1,NA
"4534","Sakaba","Alkaleri",NA,0.234127553,0.234127553,0.49,0,-1,2025,-1,NA
"4535","Saki East","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2025,-1,NA
"4536","Saki West","Akinyele",NA,0.154926235,0.154926235,0.49,0,-1,2025,-1,NA
"4537","Sandamu","Rimi",NA,0.209995572,0.209995572,0.49,0,-1,2025,-1,NA
"4538","Sanga","Soba",NA,0.02049469,0.02049469,0.49,0,-1,2025,-1,NA
"4539","Sapele","Isoko South",NA,0.12159624,0.12159624,0.49,0,-1,2025,-1,NA
"4540","Sardauna","Oru West",NA,0.206564122,0.206564122,0.49,0,-1,2025,-1,NA
"4541","Shagamu","Uzo-Uwani",NA,0.454039056,0.454039056,0.49,0,-1,2025,-1,NA
"4542","Shagari","Birnin Kebbi",NA,0.15,0.15,0.49,0,-1,2025,-1,NA
"4543","Shanga","Birnin Kebbi",NA,0.857142857,0.857142857,0.49,0,-1,2025,-1,NA
"4544","Shani","Alkaleri",NA,0.234127553,0.234127553,0.49,0,-1,2025,-1,NA
"4545","Shanono","Gwarzo",NA,0.172172547,0.172172547,0.49,0,-1,2025,-1,NA
"4546","Shelleng","Darazo",NA,0.340187947,0.340187947,0.49,0,-1,2025,-1,NA
"4547","Shendam","Keana",NA,0.138149507,0.138149507,0.49,0,-1,2025,-1,NA
"4548","Shinkafi","Rimi",NA,0.209995572,0.209995572,0.49,0,-1,2025,-1,NA
"4549","Shira","Takali",NA,0.206388206,0.206388206,0.49,0,-1,2025,-1,NA
"4550","Shiroro","Oke-Ero",NA,0.426405016,0.426405016,0.49,0,-1,2025,-1,NA
"4551","Shomgom","Alkaleri",NA,0.141404793,0.141404793,0.49,0,-1,2025,-1,NA
"4552","Shomolu","Isoko South",NA,0.12159624,0.12159624,0.49,0,-1,2025,-1,NA
"4553","Silame","Gawabawa",NA,0.083333333,0.083333333,0.49,0,-1,2025,-1,NA
"4554","Soba","Soba",NA,0.02049469,0.02049469,0.49,0,-1,2025,-1,NA
"4555","Sokoto North","Gawabawa",NA,0.166666667,0.166666667,0.49,0,-1,2025,-1,NA
"4556","Sokoto South","Birnin Kebbi",NA,0.42225568,0.42225568,0.49,0,-1,2025,-1,NA
"4557","Song","Darazo",NA,0.305714286,0.305714286,0.49,0,-1,2025,-1,NA
"4558","Southern Ijaw","Ahoada West",NA,0.246461454,0.246461454,0.49,0,-1,2025,-1,NA
"4559","Suleja","Babura",NA,0.368421053,0.368421053,0.49,0,-1,2025,-1,NA
"4560","Sule-Tankarkar","Giwa",NA,0.32385119,0.32385119,0.49,0,-1,2025,-1,NA
"4561","Sumaila","Takali",NA,0.625,0.625,0.49,0,-1,2025,-1,NA
"4562","Suru","Birnin Kebbi",NA,0.533333333,0.533333333,0.49,0,-1,2025,-1,NA
"4563","Surulere1","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2025,-1,NA
"4564","Surulere2","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2025,-1,NA
"4565","Tafa","Oke-Ero",NA,0.5,0.5,0.49,0,-1,2025,-1,NA
"4566","Tafawa-Balewa","Alkaleri",NA,0.231206997,0.231206997,0.49,0,-1,2025,-1,NA
"4567","Tai","Nsit Ubium",NA,0.077966116,0.077966116,0.49,0,-1,2025,-1,NA
"4568","Takali","Takali",NA,0.268237707,0.268237707,0.49,0,-1,2025,-1,NA
"4569","Takum","Keana",NA,0.151369488,0.151369488,0.49,0,-1,2025,-1,NA
"4570","Talata Mafara","Darazo",NA,0.114371076,0.114371076,0.49,0,-1,2025,-1,NA
"4571","Tambuwal","Birnin Kebbi",NA,0.069294778,0.069294778,0.49,0,-1,2025,-1,NA
"4572","Tangaza","Gawabawa",NA,0.106631444,0.106631444,0.49,0,-1,2025,-1,NA
"4573","Tarauni","Alkaleri",NA,0.811023636,0.811023636,0.49,0,-1,2025,-1,NA
"4574","Tarka","Keana",NA,0.177187213,0.177187213,0.49,0,-1,2025,-1,NA
"4575","Tarmua","Rimi",NA,0.209995572,0.209995572,0.49,0,-1,2025,-1,NA
"4576","Taura","Taura",NA,0.411764706,0.411764706,0.49,0,-1,2025,-1,NA
"4577","Tofa","Taura",NA,0.230769231,0.230769231,0.49,0,-1,2025,-1,NA
"4578","Toro","Giwa",NA,0.204617808,0.204617808,0.49,0,-1,2025,-1,NA
"4579","Toto","Keana",NA,0.177187213,0.177187213,0.49,0,-1,2025,-1,NA
"4580","Toungo","Keana",NA,0.071428571,0.071428571,0.49,0,-1,2025,-1,NA
"4581","Tsafe","Takali",NA,0.034150989,0.034150989,0.49,0,-1,2025,-1,NA
"4582","Tsanyawa","Gwarzo",NA,0.172172547,0.172172547,0.49,0,-1,2025,-1,NA
"4583","Tudun Wada","Gwarzo",NA,0.087906934,0.087906934,0.49,0,-1,2025,-1,NA
"4584","Tureta","Birnin Kebbi",NA,0.105908045,0.105908045,0.49,0,-1,2025,-1,NA
"4585","Udenu","Uzo-Uwani",NA,0.691656723,0.691656723,0.49,0,-1,2025,-1,NA
"4586","Udi","Uzo-Uwani",NA,0.420192485,0.420192485,0.49,0,-1,2025,-1,NA
"4587","Udu","Isoko South",NA,0.12159624,0.12159624,0.49,0,-1,2025,-1,NA
"4588","Udung Uko","Nsit Ubium",NA,0.297727761,0.297727761,0.49,0,-1,2025,-1,NA
"4589","Ughelli North","Isoko South",NA,0.12159624,0.12159624,0.49,0,-1,2025,-1,NA
"4590","Ughelli South","Isoko South",NA,0.12159624,0.12159624,0.49,0,-1,2025,-1,NA
"4591","Ugwunagbo","Ngor-Okpala",NA,0.283373403,0.283373403,0.49,0,-1,2025,-1,NA
"4592","Uhunmwonde","Owan East",NA,0.278942779,0.278942779,0.49,0,-1,2025,-1,NA
"4593","Ukanafun","Nsit Ubium",NA,0.4,0.4,0.49,0,-1,2025,-1,NA
"4594","Ukum","Keana",NA,0.177187213,0.177187213,0.49,0,-1,2025,-1,NA
"4595","Ukwa East","Nsit Ubium",NA,0.297727761,0.297727761,0.49,0,-1,2025,-1,NA
"4596","Ukwa West","Nsit Ubium",NA,0.297727761,0.297727761,0.49,0,-1,2025,-1,NA
"4597","Ukwuani","Uzo-Uwani",NA,0.420192485,0.420192485,0.49,0,-1,2025,-1,NA
"4598","Umuahia North","Oru West",NA,0.64092895,0.64092895,0.49,0,-1,2025,-1,NA
"4599","Umuahia South","Ngor-Okpala",NA,0.5,0.5,0.49,0,-1,2025,-1,NA
"4600","Umu-Neochi","Ngor-Okpala",NA,0.283373403,0.283373403,0.49,0,-1,2025,-1,NA
"4601","Ungogo","Taura",NA,0.357446766,0.357446766,0.49,0,-1,2025,-1,NA
"4602","Unuimo","Ngor-Okpala",NA,0.283373403,0.283373403,0.49,0,-1,2025,-1,NA
"4603","Uruan","Nsit Ubium",NA,0.689497753,0.689497753,0.49,0,-1,2025,-1,NA
"4604","Urue-Offong-Oruko","Nsit Ubium",NA,0.4,0.4,0.49,0,-1,2025,-1,NA
"4605","Ushongo","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2025,-1,NA
"4606","Ussa","Oru West",NA,0.25,0.25,0.49,0,-1,2025,-1,NA
"4607","Uvwie","Isoko South",NA,0.12159624,0.12159624,0.49,0,-1,2025,-1,NA
"4608","Uyo","Nsit Ubium",NA,0.395245307,0.395245307,0.49,0,-1,2025,-1,NA
"4609","Uzo-Uwani","Uzo-Uwani",NA,0.216210522,0.216210522,0.49,0,-1,2025,-1,NA
"4610","Vandeikya","Oke-Ero",NA,0.126702176,0.126702176,0.49,0,-1,2025,-1,NA
"4611","Wamako","Gawabawa",NA,0.106631444,0.106631444,0.49,0,-1,2025,-1,NA
"4612","Wamba","Alkaleri",NA,0.234127553,0.234127553,0.49,0,-1,2025,-1,NA
"4613","Warawa","Gwarzo",NA,0.052631579,0.052631579,0.49,0,-1,2025,-1,NA
"4614","Warji","Takali",NA,0.153846154,0.153846154,0.49,0,-1,2025,-1,NA
"4615","Warri North","Owan East",NA,0.278942779,0.278942779,0.49,0,-1,2025,-1,NA
"4616","Warri South","Isoko South",NA,0.12159624,0.12159624,0.49,0,-1,2025,-1,NA
"4617","Warri South West","Isoko South",NA,0.12159624,0.12159624,0.49,0,-1,2025,-1,NA
"4618","Wasagu-Danko","Alkaleri",NA,0.428571429,0.428571429,0.49,0,-1,2025,-1,NA
"4619","Wase","Alkaleri",NA,0.046511611,0.046511611,0.49,0,-1,2025,-1,NA
"4620","Wudil","Gwarzo",NA,0.123493704,0.123493704,0.49,0,-1,2025,-1,NA
"4621","Wukari","Keana",NA,0.231376297,0.231376297,0.49,0,-1,2025,-1,NA
"4622","Wurno","Gawabawa",NA,0.059036723,0.059036723,0.49,0,-1,2025,-1,NA
"4623","Wushishi","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2025,-1,NA
"4624","Yabo","Gawabawa",NA,0.176470588,0.176470588,0.49,0,-1,2025,-1,NA
"4625","Yagba East","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2025,-1,NA
"4626","Yagba West","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2025,-1,NA
"4627","Yakurr","Obubra",NA,0.3790322,0.3790322,0.49,0,-1,2025,-1,NA
"4628","Yala","Oke-Ero",NA,0.293427231,0.293427231,0.49,0,-1,2025,-1,NA
"4629","Yamaltu-Deba","Alkaleri",NA,0.161803669,0.161803669,0.49,0,-1,2025,-1,NA
"4630","Yankwashi","Babura",NA,0.476408199,0.476408199,0.49,0,-1,2025,-1,NA
"4631","Yauri","Birnin Kebbi",NA,0.666430515,0.666430515,0.49,0,-1,2025,-1,NA
"4632","Yenegoa","Isoko South",NA,0.546976409,0.546976409,0.49,0,-1,2025,-1,NA
"4633","Yola North","Alkaleri",NA,0.148773002,0.148773002,0.49,0,-1,2025,-1,NA
"4634","Yola South","Alkaleri",NA,0.25,0.25,0.49,0,-1,2025,-1,NA
"4635","Yorro","Alkaleri",NA,0.107583686,0.107583686,0.49,0,-1,2025,-1,NA
"4636","Yunusari","Babura",NA,0.349277359,0.349277359,0.49,0,-1,2025,-1,NA
"4637","Yusufari","Taura",NA,0.174928041,0.174928041,0.49,0,-1,2025,-1,NA
"4638","Zaki","Taura",NA,0.292063501,0.292063501,0.49,0,-1,2025,-1,NA
"4639","Zango","Babura",NA,0.352941176,0.352941176,0.49,0,-1,2025,-1,NA
"4640","Zango-Kataf","Soba",NA,0.02049469,0.02049469,0.49,0,-1,2025,-1,NA
"4641","Zaria","Soba",NA,0.053514175,0.053514175,0.49,0,-1,2025,-1,NA
"4642","Zing","Alkaleri",NA,0.234127553,0.234127553,0.49,0,-1,2025,-1,NA
"4643","Zurmi","Rimi",NA,0.209995572,0.209995572,0.49,0,-1,2025,-1,NA
"4644","Zuru","Alkaleri",NA,0.234127553,0.234127553,0.49,0,-1,2025,-1,NA
"4645","Aba North","Ngor-Okpala",NA,0.283373403,0.283373403,0.49,0,-1,2026,-1,NA
"4646","Aba South","Ngor-Okpala",NA,0.283373403,0.283373403,0.49,0,-1,2026,-1,NA
"4647","Abadam","Babura",NA,0.349277359,0.349277359,0.49,0,-1,2026,-1,NA
"4648","Abaji","Keana",NA,0.246130843,0.246130843,0.49,0,-1,2026,-1,NA
"4649","Abak","Nsit Ubium",NA,0.297727761,0.297727761,0.49,0,-1,2026,-1,NA
"4650","Abakaliki","Owan East",NA,0.352748878,0.352748878,0.49,0,-1,2026,-1,NA
"4651","Abeokuta North","Owan East",NA,0.516473785,0.516473785,0.49,0,-1,2026,-1,NA
"4652","Abeokuta South","Uzo-Uwani",NA,0.793442604,0.793442604,0.49,0,-1,2026,-1,NA
"4653","Abi","Obubra",NA,0.145161293,0.145161293,0.49,0,-1,2026,-1,NA
"4654","Aboh-Mbaise","Ngor-Okpala",NA,0.375,0.375,0.49,0,-1,2026,-1,NA
"4655","Abua-Odual","Ahoada West",NA,0.104505917,0.104505917,0.49,0,-1,2026,-1,NA
"4656","Abuja Municipal","Keana",NA,0.048123756,0.048123756,0.49,0,-1,2026,-1,NA
"4657","Adavi","Owan East",NA,0.278942779,0.278942779,0.49,0,-1,2026,-1,NA
"4658","Ado","Akinyele",NA,0.171296311,0.171296311,0.49,0,-1,2026,-1,NA
"4659","Ado Ekiti","Owan East",NA,0.278942779,0.278942779,0.49,0,-1,2026,-1,NA
"4660","Ado-Odo-Ota","Uzo-Uwani",NA,0.420192485,0.420192485,0.49,0,-1,2026,-1,NA
"4661","Afijio","Akinyele",NA,0.154926235,0.154926235,0.49,0,-1,2026,-1,NA
"4662","Afikpo North","Oru West",NA,0.863945585,0.863945585,0.49,0,-1,2026,-1,NA
"4663","Afikpo South","Ngor-Okpala",NA,0.470951796,0.470951796,0.49,0,-1,2026,-1,NA
"4664","Agaie","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2026,-1,NA
"4665","Agatu","Keana",NA,0.177187213,0.177187213,0.49,0,-1,2026,-1,NA
"4666","Agege","Uzo-Uwani",NA,0.420192485,0.420192485,0.49,0,-1,2026,-1,NA
"4667","Aguata","Oru West",NA,0.435107986,0.435107986,0.49,0,-1,2026,-1,NA
"4668","Agwara","Birnin Kebbi",NA,0.42225568,0.42225568,0.49,0,-1,2026,-1,NA
"4669","Ahiazu-Mbaise","Ngor-Okpala",NA,0.283373403,0.283373403,0.49,0,-1,2026,-1,NA
"4670","Ahoada East","Ahoada West",NA,0.300663225,0.300663225,0.49,0,-1,2026,-1,NA
"4671","Ahoada West","Ahoada West",NA,0.333333333,0.333333333,0.49,0,-1,2026,-1,NA
"4672","Aiyedade","Akinyele",NA,0.154926235,0.154926235,0.49,0,-1,2026,-1,NA
"4673","Aiyedire","Akinyele",NA,0.154926235,0.154926235,0.49,0,-1,2026,-1,NA
"4674","Ajaokuta","Owan East",NA,0.278942779,0.278942779,0.49,0,-1,2026,-1,NA
"4675","Ajeromi-Ifelodun","Uzo-Uwani",NA,0.697452222,0.697452222,0.49,0,-1,2026,-1,NA
"4676","Ajingi","Taura",NA,0.174928041,0.174928041,0.49,0,-1,2026,-1,NA
"4677","Akamkpa","Ngor-Okpala",NA,0.191387598,0.191387598,0.49,0,-1,2026,-1,NA
"4678","Akinyele","Akinyele",NA,0.154926235,0.154926235,0.49,0,-1,2026,-1,NA
"4679","Akko","Alkaleri",NA,0.145904448,0.145904448,0.49,0,-1,2026,-1,NA
"4680","Akoko North East","Oke-Ero",NA,0.296533971,0.296533971,0.49,0,-1,2026,-1,NA
"4681","Akoko North West","Oke-Ero",NA,0.516847318,0.516847318,0.49,0,-1,2026,-1,NA
"4682","Akoko South East","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2026,-1,NA
"4683","Akoko South West","Oke-Ero",NA,0.333333333,0.333333333,0.49,0,-1,2026,-1,NA
"4684","Akoko-Edo","Owan East",NA,0.433768496,0.433768496,0.49,0,-1,2026,-1,NA
"4685","Akpabuyo","Nsit Ubium",NA,0.297727761,0.297727761,0.49,0,-1,2026,-1,NA
"4686","Akuku Toru","Ahoada West",NA,0.4,0.4,0.49,0,-1,2026,-1,NA
"4687","Akure North","Owan East",NA,0.278942779,0.278942779,0.49,0,-1,2026,-1,NA
"4688","Akure South","Owan East",NA,0.5,0.5,0.49,0,-1,2026,-1,NA
"4689","Akwanga","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2026,-1,NA
"4690","Albasu","Takali",NA,0.666666667,0.666666667,0.49,0,-1,2026,-1,NA
"4691","Aleiro","Birnin Kebbi",NA,0.42225568,0.42225568,0.49,0,-1,2026,-1,NA
"4692","Alimosho","Uzo-Uwani",NA,0.274949084,0.274949084,0.49,0,-1,2026,-1,NA
"4693","Alkaleri","Alkaleri",NA,0.222117546,0.222117546,0.49,0,-1,2026,-1,NA
"4694","Amuwo-Odofin","Isoko South",NA,0.12159624,0.12159624,0.49,0,-1,2026,-1,NA
"4695","Anambra East","Uzo-Uwani",NA,0.420192485,0.420192485,0.49,0,-1,2026,-1,NA
"4696","Anambra West","Uzo-Uwani",NA,0.666970256,0.666970256,0.49,0,-1,2026,-1,NA
"4697","Anaocha","Oru West",NA,0.550802168,0.550802168,0.49,0,-1,2026,-1,NA
"4698","Andoni","Nsit Ubium",NA,0.166593506,0.166593506,0.49,0,-1,2026,-1,NA
"4699","Aninri","Oru West",NA,0.517961682,0.517961682,0.49,0,-1,2026,-1,NA
"4700","Aniocha North","Uzo-Uwani",NA,0.420192485,0.420192485,0.49,0,-1,2026,-1,NA
"4701","Aniocha South","Uzo-Uwani",NA,0.420192485,0.420192485,0.49,0,-1,2026,-1,NA
"4702","Anka","Darazo",NA,0.081656815,0.081656815,0.49,0,-1,2026,-1,NA
"4703","Ankpa","Owan East",NA,0.278942779,0.278942779,0.49,0,-1,2026,-1,NA
"4704","Apa","Keana",NA,0.177187213,0.177187213,0.49,0,-1,2026,-1,NA
"4705","Apapa","Isoko South",NA,0.12159624,0.12159624,0.49,0,-1,2026,-1,NA
"4706","Ardo-Kola","Keana",NA,0.25,0.25,0.49,0,-1,2026,-1,NA
"4707","Arewa-Dandi","Birnin Kebbi",NA,0.666666667,0.666666667,0.49,0,-1,2026,-1,NA
"4708","Argungu","Birnin Kebbi",NA,0.591750026,0.591750026,0.49,0,-1,2026,-1,NA
"4709","Arochukwu","Ngor-Okpala",NA,0.283373403,0.283373403,0.49,0,-1,2026,-1,NA
"4710","Asa","Oke-Ero",NA,0.333333333,0.333333333,0.49,0,-1,2026,-1,NA
"4711","Asari-Toru","Ahoada West",NA,0.442896713,0.442896713,0.49,0,-1,2026,-1,NA
"4712","Askira-Uba","Darazo",NA,0.114371076,0.114371076,0.49,0,-1,2026,-1,NA
"4713","Atakumosa East","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2026,-1,NA
"4714","Atakumosa West","Akinyele",NA,0.154926235,0.154926235,0.49,0,-1,2026,-1,NA
"4715","Atiba","Akinyele",NA,0.154926235,0.154926235,0.49,0,-1,2026,-1,NA
"4716","Atigbo","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2026,-1,NA
"4717","Augie","Birnin Kebbi",NA,0.538461538,0.538461538,0.49,0,-1,2026,-1,NA
"4718","Auyo","Taura",NA,0.75,0.75,0.49,0,-1,2026,-1,NA
"4719","Awe","Keana",NA,0.177187213,0.177187213,0.49,0,-1,2026,-1,NA
"4720","Awgu","Oru West",NA,0.411077428,0.411077428,0.49,0,-1,2026,-1,NA
"4721","Awka North","Uzo-Uwani",NA,0.666666667,0.666666667,0.49,0,-1,2026,-1,NA
"4722","Awka South","Uzo-Uwani",NA,0.420192485,0.420192485,0.49,0,-1,2026,-1,NA
"4723","Ayamelum","Uzo-Uwani",NA,0.76666668,0.76666668,0.49,0,-1,2026,-1,NA
"4724","Babura","Babura",NA,0.495944351,0.495944351,0.49,0,-1,2026,-1,NA
"4725","Badagry","Uzo-Uwani",NA,0.420192485,0.420192485,0.49,0,-1,2026,-1,NA
"4726","Bade","Taura",NA,0.047619048,0.047619048,0.49,0,-1,2026,-1,NA
"4727","Bagudo","Birnin Kebbi",NA,0.345276873,0.345276873,0.49,0,-1,2026,-1,NA
"4728","Bagwai","Babura",NA,0.2,0.2,0.49,0,-1,2026,-1,NA
"4729","Bakassi","Obubra",NA,0.41009749,0.41009749,0.49,0,-1,2026,-1,NA
"4730","Bakori","Gwarzo",NA,0.172172547,0.172172547,0.49,0,-1,2026,-1,NA
"4731","Bakura","Darazo",NA,0.114371076,0.114371076,0.49,0,-1,2026,-1,NA
"4732","Balanga","Alkaleri",NA,0.214165347,0.214165347,0.49,0,-1,2026,-1,NA
"4733","Bali","Keana",NA,0.32893977,0.32893977,0.49,0,-1,2026,-1,NA
"4734","Bama","Darazo",NA,0.114371076,0.114371076,0.49,0,-1,2026,-1,NA
"4735","Barikin Ladi","Soba",NA,0.02049469,0.02049469,0.49,0,-1,2026,-1,NA
"4736","Baruten","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2026,-1,NA
"4737","Bassa1","Keana",NA,0.2,0.2,0.49,0,-1,2026,-1,NA
"4738","Bassa2","Soba",NA,0.02049469,0.02049469,0.49,0,-1,2026,-1,NA
"4739","Batagarawa","Rimi",NA,0.373076926,0.373076926,0.49,0,-1,2026,-1,NA
"4740","Batsari","Rimi",NA,0.333333333,0.333333333,0.49,0,-1,2026,-1,NA
"4741","Bauchi","Alkaleri",NA,0.027077492,0.027077492,0.49,0,-1,2026,-1,NA
"4742","Baure","Babura",NA,0.357142857,0.357142857,0.49,0,-1,2026,-1,NA
"4743","Bayo","Alkaleri",NA,0.5,0.5,0.49,0,-1,2026,-1,NA
"4744","Bebeji","Gwarzo",NA,0.172172547,0.172172547,0.49,0,-1,2026,-1,NA
"4745","Bekwara","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2026,-1,NA
"4746","Bende","Ngor-Okpala",NA,0.175925804,0.175925804,0.49,0,-1,2026,-1,NA
"4747","Biase","Ngor-Okpala",NA,0.588028311,0.588028311,0.49,0,-1,2026,-1,NA
"4748","Bichi","Gwarzo",NA,0.172172547,0.172172547,0.49,0,-1,2026,-1,NA
"4749","Bida","Oke-Ero",NA,0.5,0.5,0.49,0,-1,2026,-1,NA
"4750","Billiri","Alkaleri",NA,0.333333333,0.333333333,0.49,0,-1,2026,-1,NA
"4751","Bindawa","Rimi",NA,0.1,0.1,0.49,0,-1,2026,-1,NA
"4752","Binji","Gawabawa",NA,0.25,0.25,0.49,0,-1,2026,-1,NA
"4753","Biriniwa","Taura",NA,0.166666667,0.166666667,0.49,0,-1,2026,-1,NA
"4754","Birni Kudu","Takali",NA,0.223983083,0.223983083,0.49,0,-1,2026,-1,NA
"4755","Birnin Kebbi","Birnin Kebbi",NA,0.572939706,0.572939706,0.49,0,-1,2026,-1,NA
"4756","Birnin Magaji","Rimi",NA,0.209995572,0.209995572,0.49,0,-1,2026,-1,NA
"4757","Birnin-Gwari","Giwa",NA,0.130508332,0.130508332,0.49,0,-1,2026,-1,NA
"4758","Biu","Darazo",NA,0.5,0.5,0.49,0,-1,2026,-1,NA
"4759","Bodinga","Gawabawa",NA,0.106631444,0.106631444,0.49,0,-1,2026,-1,NA
"4760","Bogoro","Alkaleri",NA,0.234127553,0.234127553,0.49,0,-1,2026,-1,NA
"4761","Boki","Obubra",NA,0.25,0.25,0.49,0,-1,2026,-1,NA
"4762","Bokkos","Giwa",NA,0.130508332,0.130508332,0.49,0,-1,2026,-1,NA
"4763","Boluwaduro","Akinyele",NA,0.154926235,0.154926235,0.49,0,-1,2026,-1,NA
"4764","Bomadi","Isoko South",NA,0.12159624,0.12159624,0.49,0,-1,2026,-1,NA
"4765","Bonny","Nsit Ubium",NA,0.596547236,0.596547236,0.49,0,-1,2026,-1,NA
"4766","Borgu","Oke-Ero",NA,0.285714286,0.285714286,0.49,0,-1,2026,-1,NA
"4767","Boripe","Akinyele",NA,0.333333333,0.333333333,0.49,0,-1,2026,-1,NA
"4768","Bosso","Keana",NA,0.216058677,0.216058677,0.49,0,-1,2026,-1,NA
"4769","Brass","Ahoada West",NA,0.514466613,0.514466613,0.49,0,-1,2026,-1,NA
"4770","Buji","Takali",NA,0.178754999,0.178754999,0.49,0,-1,2026,-1,NA
"4771","Bukkuyum","Alkaleri",NA,0.234127553,0.234127553,0.49,0,-1,2026,-1,NA
"4772","Bungudu","Takali",NA,0.297222393,0.297222393,0.49,0,-1,2026,-1,NA
"4773","Bunkure","Gwarzo",NA,0.172172547,0.172172547,0.49,0,-1,2026,-1,NA
"4774","Bunza","Birnin Kebbi",NA,0.42225568,0.42225568,0.49,0,-1,2026,-1,NA
"4775","Bursari","Taura",NA,0.125,0.125,0.49,0,-1,2026,-1,NA
"4776","Buruku","Keana",NA,0.200000038,0.200000038,0.49,0,-1,2026,-1,NA
"4777","Burutu","Isoko South",NA,0.12159624,0.12159624,0.49,0,-1,2026,-1,NA
"4778","Bwari","Giwa",NA,0.154268943,0.154268943,0.49,0,-1,2026,-1,NA
"4779","Calabar South","Nsit Ubium",NA,0.297727761,0.297727761,0.49,0,-1,2026,-1,NA
"4780","Calabar-Municipal","Nsit Ubium",NA,0.299739676,0.299739676,0.49,0,-1,2026,-1,NA
"4781","Chanchaga","Keana",NA,0.388965514,0.388965514,0.49,0,-1,2026,-1,NA
"4782","Charanchi","Rimi",NA,0.105263158,0.105263158,0.49,0,-1,2026,-1,NA
"4783","Chibok","Darazo",NA,0.114371076,0.114371076,0.49,0,-1,2026,-1,NA
"4784","Chikun","Soba",NA,0.02049469,0.02049469,0.49,0,-1,2026,-1,NA
"4785","Dala","Alkaleri",NA,0.850046207,0.850046207,0.49,0,-1,2026,-1,NA
"4786","Damaturu","Darazo",NA,0.114371076,0.114371076,0.49,0,-1,2026,-1,NA
"4787","Damban","Darazo",NA,0.333333333,0.333333333,0.49,0,-1,2026,-1,NA
"4788","Dambatta","Babura",NA,0.333333333,0.333333333,0.49,0,-1,2026,-1,NA
"4789","Damboa","Darazo",NA,0.114371076,0.114371076,0.49,0,-1,2026,-1,NA
"4790","Dan Musa","Rimi",NA,0.209995572,0.209995572,0.49,0,-1,2026,-1,NA
"4791","Dandi","Birnin Kebbi",NA,0.34910543,0.34910543,0.49,0,-1,2026,-1,NA
"4792","Dandume","Giwa",NA,0.130508332,0.130508332,0.49,0,-1,2026,-1,NA
"4793","Dange-Shnsi","Gawabawa",NA,0.125,0.125,0.49,0,-1,2026,-1,NA
"4794","Danja","Giwa",NA,0.130508332,0.130508332,0.49,0,-1,2026,-1,NA
"4795","Darazo","Darazo",NA,0.161152612,0.161152612,0.49,0,-1,2026,-1,NA
"4796","Dass","Alkaleri",NA,0.234127553,0.234127553,0.49,0,-1,2026,-1,NA
"4797","Daura","Babura",NA,0.202230441,0.202230441,0.49,0,-1,2026,-1,NA
"4798","Dawakin Kudu","Gwarzo",NA,0.272727273,0.272727273,0.49,0,-1,2026,-1,NA
"4799","Dawakin Tofa","Taura",NA,0.181818182,0.181818182,0.49,0,-1,2026,-1,NA
"4800","Degema","Ahoada West",NA,0.25,0.25,0.49,0,-1,2026,-1,NA
"4801","Dekina","Owan East",NA,0.190297763,0.190297763,0.49,0,-1,2026,-1,NA
"4802","Demsa","Alkaleri",NA,0.701986849,0.701986849,0.49,0,-1,2026,-1,NA
"4803","Dikwa","Darazo",NA,0.114371076,0.114371076,0.49,0,-1,2026,-1,NA
"4804","Doguwa","Giwa",NA,0.130434783,0.130434783,0.49,0,-1,2026,-1,NA
"4805","Doma","Keana",NA,0.177187213,0.177187213,0.49,0,-1,2026,-1,NA
"4806","Donga","Keana",NA,0.284919607,0.284919607,0.49,0,-1,2026,-1,NA
